,data_year,pub_agency_name,agency_type_name,state_name,division_name,county_name,region_name,population_group_desc,offense_name,offender_race,offender_ethnicity,offender_age,offender_sex,victim_type_name,location_name,weapon_name,prop_desc_name,stolen_value,recovered_value,date_recovered
128036,2016,Canton,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,Unknown,Unknown,0.0,U,Individual,Shopping Mall,Unknown,Other,710.0,710,2016-05-12
128037,2016,Canton,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Shopping Mall,Unknown,Bicycles,300.0,300,2016-05-12
128038,2016,Canton,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Shopping Mall,Unknown,Other,710.0,710,2016-05-12
128065,2016,Bluefield,City,Virginia,South Atlantic,TAZEWELL,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Not Specified,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,2500.0,2500,2016-08-16
128131,2016,Portsmouth,City,Virginia,South Atlantic,PORTSMOUTH CITY,South,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Not Specified,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,5000.0,5000,2016-11-07
128149,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Automobile,2500.0,2500,2016-08-01
128151,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Other,1.0,1,2016-08-01
128154,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Automobile,2500.0,2500,2016-08-01
128156,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Other/Unknown,Unknown,Other,1.0,1,2016-08-01
128166,2016,State Police:,State Police,West Virginia,South Atlantic,WOOD,South,"MSA counties under 10,000",Motor Vehicle Theft,White,Not Specified,26.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Other Motor Vehicles,1000.0,1000,2016-06-24
128182,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,White,Not Specified,30.0,M,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1.0,1,2016-04-29
128183,2016,Portsmouth,City,Virginia,South Atlantic,PORTSMOUTH CITY,South,"Cities from 50,000 thru 99,999",All Other Larceny,Black or African American,Not Specified,16.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Logging Equipment,200.0,200,2016-01-05
128184,2016,Portsmouth,City,Virginia,South Atlantic,PORTSMOUTH CITY,South,"Cities from 50,000 thru 99,999",All Other Larceny,Black or African American,Not Specified,16.0,M,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Other,60.0,50,2016-01-05
128192,2016,Dartmouth,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Tools,250.0,250,2016-12-22
128203,2016,Bishopville,City,South Carolina,South Atlantic,LEE,South,"Cities from 2,500 thru 9,999",All Other Larceny,White,Not Hispanic or Latino,44.0,M,Individual,Residence/Home,Unknown,Pets,500.0,500,2017-03-08
128209,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,4000.0,4000,2016-06-14
128211,2016,Cincinnati,City,Ohio,East North Central,HAMILTON,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,1000.0,1000,2016-06-24
128227,2016,Apple Creek,City,Ohio,East North Central,WAYNE,Midwest,"Cities under 2,500",All Other Larceny,White,Not Specified,36.0,F,Individual,Department/Discount Store,Unknown,Lawn/ Yard/ Garden Equipment,670.0,670,2016-03-27
128228,2016,Apple Creek,City,Ohio,East North Central,WAYNE,Midwest,"Cities under 2,500",All Other Larceny,Black or African American,Not Specified,27.0,M,Individual,Department/Discount Store,Unknown,Lawn/ Yard/ Garden Equipment,670.0,670,2016-03-27
128241,2016,Falmouth,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Theft From Building,White,Not Hispanic or Latino,37.0,M,Individual,Other/Unknown,Unknown,Tools,770.0,380,2016-11-22
128243,2016,Falmouth,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,37.0,M,Individual,Other/Unknown,Unknown,Tools,770.0,380,2016-11-22
128245,2016,Falmouth,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Theft From Building,Black or African American,Not Hispanic or Latino,23.0,M,Individual,Other/Unknown,Unknown,Tools,770.0,380,2016-11-22
128247,2016,Falmouth,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,23.0,M,Individual,Other/Unknown,Unknown,Tools,770.0,380,2016-11-22
128251,2016,Eastham,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,38.0,M,Individual,Restaurant,Unknown,Industrial Equipment,150.0,150,2016-09-20
128252,2016,Eastham,City,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,38.0,M,Individual,Restaurant,Unknown,Computer Hard/ Software,200.0,200,2016-09-20
128258,2016,Hampton,City,Virginia,South Atlantic,HAMPTON CITY,South,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Not Specified,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Purse/ Wallet,60.0,60,2016-01-31
128273,2016,Dublin,City,Ohio,East North Central,"DELAWARE, FRANKLIN, UNION",Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,White,Not Specified,25.0,M,Individual,Residence/Home,Unknown,Firearms,700.0,700,2016-07-02
128274,2016,Dublin,City,Ohio,East North Central,"DELAWARE, FRANKLIN, UNION",Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,White,Not Specified,25.0,M,Individual,Residence/Home,Unknown,Other,505.0,505,2016-07-02
128275,2016,Dublin,City,Ohio,East North Central,"DELAWARE, FRANKLIN, UNION",Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Unknown,Not Specified,25.0,M,Individual,Residence/Home,Unknown,Firearms,700.0,700,2016-07-02
128276,2016,Dublin,City,Ohio,East North Central,"DELAWARE, FRANKLIN, UNION",Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Unknown,Not Specified,25.0,M,Individual,Residence/Home,Unknown,Other,505.0,505,2016-07-02
128277,2016,Dublin,City,Ohio,East North Central,"DELAWARE, FRANKLIN, UNION",Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Black or African American,Not Specified,32.0,M,Individual,Residence/Home,Unknown,Firearms,700.0,700,2016-07-02
128278,2016,Dublin,City,Ohio,East North Central,"DELAWARE, FRANKLIN, UNION",Midwest,"Cities from 25,000 thru 49,999",Theft From Motor Vehicle,Black or African American,Not Specified,32.0,M,Individual,Residence/Home,Unknown,Other,505.0,505,2016-07-02
128289,2016,Clark,County,Ohio,East North Central,CLARK,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,Black or African American,Not Specified,25.0,F,Individual,Residence/Home,Unknown,Lawn/ Yard/ Garden Equipment,4600.0,4600,2016-05-14
128290,2016,Clark,County,Ohio,East North Central,CLARK,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,Black or African American,Not Specified,25.0,F,Individual,Residence/Home,Unknown,Trailers,1500.0,1500,2016-05-14
128291,2016,Clark,County,Ohio,East North Central,CLARK,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Specified,28.0,M,Individual,Residence/Home,Unknown,Lawn/ Yard/ Garden Equipment,4600.0,4600,2016-05-14
128292,2016,Clark,County,Ohio,East North Central,CLARK,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Specified,28.0,M,Individual,Residence/Home,Unknown,Trailers,1500.0,1500,2016-05-14
128294,2016,Longmeadow,City,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,10000.0,10000,2016-05-05
128296,2016,Longmeadow,City,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,10000.0,10000,2016-05-05
128298,2016,Longmeadow,City,Massachusetts,New England,HAMPDEN,Northeast,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,10000.0,10000,2016-05-05
128323,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Service/Gas Station,Unknown,Automobile,9800.0,9800,2016-07-04
128405,2016,Rehoboth,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,White,Not Hispanic or Latino,26.0,M,Individual,Residence/Home,Unknown,Computer Hard/ Software,122.0,122,2016-01-06
128407,2016,Rehoboth,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 10,000 thru 24,999",All Other Larceny,White,Hispanic or Latino,23.0,M,Individual,Residence/Home,Unknown,Computer Hard/ Software,122.0,122,2016-01-06
128416,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Purse/ Wallet,80.0,80,2016-12-24
128417,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Credit/ Debit cards,0.0,0,2016-12-24
128418,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Jewelry/ Precious Metals,2.0,2,2016-12-24
128419,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Other,380.0,380,2016-12-24
128420,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Tools,134.0,134,2016-12-24
128421,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Computer Hard/ Software,200.0,200,2016-12-24
128422,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,Black or African American,Not Specified,37.0,M,Individual,Residence/Home,Unknown,Recordings,400.0,400,2016-12-24
128449,2016,Burlington,City,Massachusetts,New England,MIDDLESEX,Northeast,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Other,400.0,400,2016-10-25
128481,2016,Milford,City,Massachusetts,New England,WORCESTER,Northeast,"Cities from 25,000 thru 49,999",All Other Larceny,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Vehicle Parts,1800.0,1800,2016-07-07
128483,2016,Hampton,City,Virginia,South Atlantic,HAMPTON CITY,South,"Cities from 100,000 thru 249,999",Theft From Motor Vehicle,Unknown,Not Specified,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Firearms,450.0,450,2016-06-23
128496,2016,Freetown,City,Massachusetts,New England,BRISTOL,Northeast,"Cities from 2,500 thru 9,999",Theft From Building,White,Not Hispanic or Latino,18.0,M,Individual,Residence/Home,Unknown,Farm Equipment,500.0,500,2016-05-16
128499,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,2500.0,2500,2016-03-27
128507,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Automobile,1000.0,1000,2016-01-21
128550,2016,State Police:,State Police,Indiana,East North Central,POSEY,Midwest,"MSA counties under 10,000",False Pretenses/Swindle/Confidence Game,White,Not Hispanic or Latino,40.0,M,Individual,ATM Separate from Bank,Unknown,Credit/ Debit cards,0.0,0,2016-09-19
128553,2016,State Police:,State Police,Indiana,East North Central,POSEY,Midwest,"MSA counties under 10,000",Motor Vehicle Theft,White,Not Hispanic or Latino,40.0,M,Individual,Residence/Home,Unknown,Credit/ Debit cards,0.0,0,2016-09-19
128578,2016,Mobridge,City,South Dakota,West North Central,WALWORTH,Midwest,"Cities from 2,500 thru 9,999",Theft From Building,American Indian or Alaska Native,Not Hispanic or Latino,16.0,F,Government,School/College,Unknown,Computer Hard/ Software,1200.0,1200,2016-03-16
128605,2016,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Parking/Drop Lot/Garage,Unknown,Trucks,15000.0,15000,2016-05-23
128626,2016,Brockton,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,500.0,500,2016-08-17
128628,2016,Brockton,City,Massachusetts,New England,PLYMOUTH,Northeast,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Automobile,500.0,500,2016-08-17
128637,2016,Portsmouth,City,Virginia,South Atlantic,PORTSMOUTH CITY,South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Recordings,10.0,10,2016-07-27
128638,2016,Portsmouth,City,Virginia,South Atlantic,PORTSMOUTH CITY,South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Other,101.0,101,2016-07-27
128654,2016,Cleveland,City,Ohio,East North Central,CUYAHOGA,Midwest,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Automobile,3800.0,3800,2016-04-12
128673,2016,New Martinsville,City,West Virginia,South Atlantic,WETZEL,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Residence/Home,Unknown,Trucks,1250.0,1250,2016-09-10
128728,2016,Miami Gardens,City,Florida,South Atlantic,MIAMI-DADE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Individual,Highway/Road/Alley/Street/Sidewalk,Unknown,Trucks,15000.0,15000,2016-05-23
128745,2016,West Memphis,City,Arkansas,West South Central,CRITTENDEN,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,0.0,M,Individual,Service/Gas Station,Unknown,Trucks,65000.0,30000,2016-08-12
128749,2016,West Memphis,City,Arkansas,West South Central,CRITTENDEN,South,"Cities from 10,000 thru 24,999",All Other Larceny,Black or African American,Not Hispanic or Latino,0.0,M,Individual,Other/Unknown,Unknown,Trucks,65000.0,30000,2016-08-12
128756,2016,West Memphis,City,Arkansas,West South Central,CRITTENDEN,South,"Cities from 10,000 thru 24,999",Theft From Motor Vehicle,Black or African American,Not Hispanic or Latino,0.0,M,Individual,Service/Gas Station,Unknown,Trucks,65000.0,30000,2016-08-12
128770,2016,State Police:,State Police,Virginia,South Atlantic,AUGUSTA,South,"MSA counties under 10,000",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Other,Commercial/Office Building,Unknown,Consumable Goods,50.0,50,2016-07-30
128771,2016,State Police:,State Police,Virginia,South Atlantic,AUGUSTA,South,"MSA counties under 10,000",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Other,Commercial/Office Building,Unknown,Trucks,20000.0,20000,2016-07-30
128772,2016,State Police:,State Police,Virginia,South Atlantic,AUGUSTA,South,"MSA counties under 10,000",All Other Larceny,Unknown,Unknown,0.0,U,Other,Commercial/Office Building,Unknown,Consumable Goods,50.0,50,2016-07-30
128773,2016,State Police:,State Police,Virginia,South Atlantic,AUGUSTA,South,"MSA counties under 10,000",All Other Larceny,Unknown,Unknown,0.0,U,Other,Commercial/Office Building,Unknown,Trucks,20000.0,20000,2016-07-30
128778,2016,Dallas,City,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,Unknown,0.0,U,Business,Highway/Road/Alley/Street/Sidewalk,Unknown,Trailers,36000.0,36000,2016-07-18
128805,2016,Canton,City,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",Theft From Building,Black or African American,Unknown,23.0,M,Business,Residence/Home,Unknown,Other,999.0,999,2016-12-14
128811,2016,York,County,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Specified,36.0,M,Business,Commercial/Office Building,Unknown,Industrial Equipment,900.0,900,2017-01-26
128843,2016,Clermont,County,Ohio,East North Central,CLERMONT,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Specified,20.0,M,Individual,Residence/Home,Unknown,Other,200.0,200,2016-10-11
128844,2016,Clermont,County,Ohio,East North Central,CLERMONT,Midwest,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Specified,19.0,F,Individual,Residence/Home,Unknown,Other,200.0,200,2016-10-11
128847,2016,Fort Worth,City,Texas,West South Central,"DENTON, PARKER, TARRANT",South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,57.0,M,Business,Parking/Drop Lot/Garage,Unknown,Trucks,100000.0,100000,2016-12-02
128848,2016,Fort Worth,City,Texas,West South Central,"DENTON, PARKER, TARRANT",South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,57.0,M,Business,Parking/Drop Lot/Garage,Unknown,Trailers,20000.0,20000,2016-12-02
128851,2016,Columbus,City,Ohio,East North Central,"DELAWARE, FAIRFIELD, FRANKLIN",Midwest,"Cities from 500,000 thru 999,999",Robbery,White,Not Specified,25.0,F,Business,Drug Store/Doctor's Office/Hospital,Personal Weapons,Merchandise,650.0,650,2016-09-01
